"cycle","soh_true","soh_pred"
"1","1.0176688432693481","0.9163583517074585"
"2","1.0125702619552612","0.9160139560699463"
"3","1.006663203239441","0.9155435562133789"
"4","1.0066423416137695","0.9150488376617432"
"5","1.0002641677856445","0.9145371913909912"
"6","1.006949543952942","0.9141077399253845"
"7","1.0065507888793945","0.9137030243873596"
"8","0.9843950271606445","0.9132422208786011"
"9","0.9840831160545349","0.9127461314201355"
"10","0.9786153435707092","0.9122673273086548"
"11","0.9727995991706848","0.9117370247840881"
"12","0.9673752784729004","0.9114472270011902"
"13","0.961639940738678","0.9109577536582947"
"14","0.9559449553489685","0.910431444644928"
"15","0.9505332708358765","0.9098933935165405"
"16","0.9445996880531311","0.9093614220619202"
"17","0.9391393065452576","0.9089111089706421"
"18","0.9337849020957947","0.9084567427635193"
"19","0.9337945580482483","0.9079886674880981"
"20","0.9898133873939514","0.9072463512420654"
"21","0.978774905204773","0.9070475101470947"
"22","0.972907543182373","0.906343400478363"
"23","0.9621230363845825","0.9056396484375"
"24","0.9729906320571899","0.905113697052002"
"25","0.9507040977478027","0.9045320153236389"
"26","0.9393372535705566","0.9039697647094727"
"27","0.934153139591217","0.9034138321876526"
"28","0.9280123114585876","0.9028675556182861"
"29","0.9225998520851135","0.9023633599281311"
"30","0.9286144971847534","0.9019081592559814"
"31","0.9623880982398987","0.8965364694595337"
"32","0.9411159157752991","0.8958036303520203"
"33","0.9276383519172668","0.891900897026062"
"34","0.9196254014968872","0.8857928514480591"
"35","0.9092698097229004","0.8800194263458252"
"36","0.9067384004592896","0.8836604952812195"
"37","0.8985508680343628","0.8766211271286011"
"38","0.890502393245697","0.8712894916534424"
"39","0.8855065703392029","0.8640889525413513"
"40","0.8802356123924255","0.8619613647460938"
"41","0.8751457929611206","0.8662179112434387"
"42","0.869746208190918","0.8639240860939026"
"43","0.8773382902145386","0.8949472904205322"
"44","0.8829694986343384","0.8625548481941223"
"45","0.8668943047523499","0.8483940362930298"
"46","0.8566628098487854","0.8410981893539429"
"47","0.8512039184570312","0.8352417945861816"
"48","0.9118595719337463","0.8862749934196472"
"49","0.9040642380714417","0.8803653717041016"
"50","0.8878803849220276","0.8692418336868286"
"51","0.8723706007003784","0.8571476340293884"
"52","0.8646035194396973","0.84624183177948"
"53","0.8540543913841248","0.8384583592414856"
"54","0.8487977385520935","0.8366045355796814"
"55","0.8410316705703735","0.8275691270828247"
"56","0.8357383012771606","0.8206221461296082"
"57","0.8303795456886292","0.8141642808914185"
"58","0.8255605101585388","0.8096671104431152"
"59","0.8200674653053284","0.8098178505897522"
"60","0.8145999908447266","0.8042939901351929"
"61","0.8044248819351196","0.798810601234436"
"62","0.8017622232437134","0.7936999201774597"
"63","0.7994855642318726","0.7916374206542969"
"64","0.7938135862350464","0.7895836234092712"
"65","0.7914858460426331","0.7883539199829102"
"66","0.7835687398910522","0.7835022211074829"
"67","0.7806723117828369","0.7805400490760803"
"68","0.7755855321884155","0.7778160572052002"
"69","0.7703371047973633","0.7755591869354248"
"70","0.7626569271087646","0.7732905745506287"
"71","0.7650785446166992","0.7711356282234192"
"72","0.7623282670974731","0.7691201567649841"
"73","0.7572747468948364","0.7669234871864319"
"74","0.7546958327293396","0.7648308873176575"
"75","0.7519988417625427","0.7629971504211426"
"76","0.7467601895332336","0.7611731886863708"
"77","0.7438162565231323","0.7589339017868042"
"78","0.7651437520980835","0.7613091468811035"
"79","0.7520379424095154","0.7568689584732056"
"80","0.7443796992301941","0.7545514106750488"
"81","0.7391388416290283","0.7522602081298828"
"82","0.7392299771308899","0.7501150965690613"
"83","0.736607551574707","0.7490288615226746"
"84","0.7337580919265747","0.746985673904419"
"85","0.7258147597312927","0.7452355027198792"
"86","0.7259618043899536","0.7436115741729736"
"87","0.7235742807388306","0.7415138483047485"
"88","0.723426878452301","0.7402628660202026"
"89","0.7208371758460999","0.7387311458587646"
"90","0.7967933416366577","0.7443656921386719"
"91","0.773195207118988","0.7459806799888611"
"92","0.757352888584137","0.7410988807678223"
"93","0.7494891881942749","0.7373616695404053"
"94","0.7415555119514465","0.7345633506774902"
"95","0.7364831566810608","0.7324234247207642"
"96","0.73138028383255","0.7306085824966431"
"97","0.725918173789978","0.7288984060287476"
"98","0.7234335541725159","0.7271907329559326"
"99","0.7206900715827942","0.7255062460899353"
"100","0.7156054377555847","0.7239213585853577"
"101","0.7130123376846313","0.7223982810974121"
"102","0.710243821144104","0.7207640409469604"
"103","0.7103501558303833","0.7193952798843384"
"104","0.7261277437210083","0.7219799757003784"
"105","0.7157788872718811","0.7180696725845337"
"106","0.7075079083442688","0.7157398462295532"
"107","0.7048655152320862","0.7137006521224976"
"108","0.7024586200714111","0.7119288444519043"
"109","0.6975820660591125","0.7107986807823181"
"110","0.6972671151161194","0.709679901599884"
"111","0.6946583986282349","0.7076713442802429"
"112","0.6919189095497131","0.7059500217437744"
"113","0.6868407130241394","0.7047123908996582"
"114","0.6893030405044556","0.7037924528121948"
"115","0.6868801116943359","0.7020553350448608"
"116","0.6841289401054382","0.7003309726715088"
"117","0.6816511154174805","0.6988749504089355"
