"cycle","soh_true","soh_pred"
"1","0.945526123046875","0.9164903163909912"
"2","0.9403185248374939","0.9161706566810608"
"3","0.9403313994407654","0.9156943559646606"
"4","0.9403853416442871","0.9151774048805237"
"5","0.939725399017334","0.9146809577941895"
"6","0.9403501152992249","0.9142436981201172"
"7","0.9399675726890564","0.9138410091400146"
"8","0.9407544732093811","0.9133790135383606"
"9","0.9348454475402832","0.9128994345664978"
"10","0.9350262880325317","0.9124070405960083"
"11","0.9350221157073975","0.9119006991386414"
"12","0.9298258423805237","0.9115942120552063"
"13","0.929537296295166","0.9111078977584839"
"14","0.9295042753219604","0.9105742573738098"
"15","0.929681122303009","0.9100231528282166"
"16","0.9293678402900696","0.9095125198364258"
"17","0.9239086508750916","0.9090654253959656"
"18","0.9242625832557678","0.9085955023765564"
"19","0.924189567565918","0.9081507325172424"
"20","0.9403902292251587","0.9078204035758972"
"21","0.940735936164856","0.9075799584388733"
"22","0.9405477643013","0.9068546891212463"
"23","0.9355044960975647","0.9061667919158936"
"24","0.9350996613502502","0.9056205749511719"
"25","0.9353357553482056","0.9050790667533875"
"26","0.9298062920570374","0.9045507907867432"
"27","0.9300168752670288","0.9039884805679321"
"28","0.9295827746391296","0.9034664630889893"
"29","0.924069881439209","0.9030055999755859"
"30","0.9246007800102234","0.902517557144165"
"31","0.9417338967323303","0.9018962383270264"
"32","0.9314107298851013","0.9019608497619629"
"33","0.9260424375534058","0.90013188123703"
"34","0.9234752058982849","0.8969396948814392"
"35","0.9184142351150513","0.8953335881233215"
"36","0.918580949306488","0.8986402153968811"
"37","0.9158361554145813","0.8959646821022034"
"38","0.9105735421180725","0.8938619494438171"
"39","0.9082531929016113","0.8916869163513184"
"40","0.9056906700134277","0.8926531672477722"
"41","0.905802845954895","0.8951787352561951"
"42","0.903027355670929","0.8953626751899719"
"43","0.9066020250320435","0.8959344029426575"
"44","0.9031319618225098","0.8893634676933289"
"45","0.8979154825210571","0.8851151466369629"
"46","0.892942488193512","0.8832352757453918"
"47","0.8901634812355042","0.8823269605636597"
"48","0.9075379371643066","0.8952317833900452"
"49","0.9078513979911804","0.8960538506507874"
"50","0.9001216888427734","0.8930245041847229"
"51","0.8952237367630005","0.8902912139892578"
"52","0.8901715278625488","0.8871958255767822"
"53","0.8876643776893616","0.8863121271133423"
"54","0.8851314187049866","0.8875290751457214"
"55","0.8800405263900757","0.8845338821411133"
"56","0.8748236894607544","0.8821795582771301"
"57","0.8748250603675842","0.8791006803512573"
"58","0.8725142478942871","0.8792293667793274"
"59","0.8698228597640991","0.8812340497970581"
"60","0.8642821311950684","0.8777604699134827"
"61","0.8619500994682312","0.8754385709762573"
"62","0.8569894433021545","0.8695785999298096"
"63","0.8569850921630859","0.8716232180595398"
"64","0.8518261313438416","0.8691673874855042"
"65","0.8520068526268005","0.871090829372406"
"66","0.8467856645584106","0.8658565282821655"
"67","0.8438287973403931","0.8619223833084106"
"68","0.841537356376648","0.8590311408042908"
"69","0.838963508605957","0.8581149578094482"
"70","0.836603045463562","0.8566238880157471"
"71","0.8337183594703674","0.8527778387069702"
"72","0.8311330080032349","0.8498851656913757"
"73","0.8287121057510376","0.8472185730934143"
"74","0.826269268989563","0.8435707688331604"
"75","0.8236088156700134","0.8404343128204346"
"76","0.8182068467140198","0.8365669250488281"
"77","0.8181276917457581","0.8245875239372253"
"78","0.820559561252594","0.8421870470046997"
